-0.06617056	0.0029505542	0.019474195	-0.030779054	0.020615263	-0.020796845	0.019950474	-0.0026880738	-0.055398326	-0.04907595	0.00086329144	0.00036282217	0.011925991	0.056047563	-0.036052812	-0.049540482
0.0880306	0.019306658	0.009179459	-0.025950566	0.045846425	0.072355	0.029605435	-0.024739498	0.0006033313	0.012888623	-0.020269226	-0.04129917	0.014933446	0.0035406633	0.003968108	-0.009098839
0.08012766	0.11704352	-0.043169107	0.055332057	0.08588645	-0.052185126	0.052092817	0.030654103	0.03970143	0.10786963	0.09535742	-0.10297059	0.062117852	-0.05690805	0.114810385	-0.006857076
0.03257282	0.049141735	-0.013765934	0.006599526	0.018256646	0.07457645	0.07512452	0.025584184	0.007787537	0.06597109	0.026717145	-0.04513152	-0.008845851	0.020621747	0.07741057	0.0389479
0.03499862	-0.033602662	-0.03412132	-0.01115283	0.023434358	0.17044652	-0.043621335	-0.015004091	-0.035656348	-0.032020435	-0.02102895	0.0385638	-0.005927971	-0.025898477	-0.026847336	0.059221886
0.12948422	0.04038873	-0.064843476	-0.031165948	-0.02401112	-0.060985897	0.013594215	-0.047276195	0.020715142	-0.01509618	-0.02381469	-0.052355953	-0.07820089	-0.054340117	-0.029190436	0.05724259
0.08671397	0.012451355	-0.02789035	-0.02237756	-0.05191463	0.12171568	-0.0068430016	0.023029655	0.025768008	0.0070843105	-0.007903297	0.03517822	-0.020465035	-0.05751396	0.02442888	0.022220178
0.08154213	0.05666999	-0.054799076	0.08142196	0.014047614	0.1863824	0.03273209	0.014285254	0.06288967	0.017277652	0.025375314	-0.06156434	0.025463242	-0.15692969	0.07253073	0.0019121221
-0.035770986	0.010452444	-0.025326634	-0.013712876	-0.028787974	-0.35897675	0.01092764	-0.014563531	-0.05657535	-0.0007946753	-0.03927572	0.044327985	-0.09038229	0.06670343	-0.011823793	-0.07037987
0.031577375	0.028060596	0.035805147	0.030771833	-0.019682653	0.026537873	-0.0038456582	0.006908827	-0.008958459	0.03836014	-0.0049253674	0.004119108	0.03218248	-0.092836946	0.027450478	0.077200115
0.054007865	0.020177811	-0.033172384	-0.058046725	-0.061540585	-0.00010744098	0.037965316	-0.030793376	0.022203755	0.027736876	-0.013644012	0.05772597	-0.005325555	-0.10908119	0.035332907	0.07374599
0.11168235	-0.01873363	-0.06380602	0.03371761	-0.036585663	-0.08488203	0.02023817	0.009345193	0.046034623	0.0014747047	-0.043434124	0.04656705	-0.01398946	-0.1129624	-0.0385797	0.086384125
0.071189724	-0.028224269	0.03167706	-0.059074547	-0.074433215	0.117997244	-0.031337384	-0.016812084	0.02316222	0.030924834	-0.0047749286	-0.015297101	-0.015983315	-0.059348095	0.03023383	-0.016148165
